restaurant_name,city,cuisines,average_cost_for_two,aggregate_rating,votes
Shamji Sweets,Gurgaon,"Mithai, South Indian, Chinese, Street Food, North Indian",600,2.9,26
Six Pack Kitchen,Gurgaon,"Healthy Food, Continental",600,3.2,13
Taste Of Dilli 6,Gurgaon,"Chinese, North Indian",650,2.7,9
The Guls,Gurgaon,North Indian,650,3.0,21
The League Restaurant,Gurgaon,"North Indian, Chinese",900,3.1,17
The Plaza Solitaire,Gurgaon,"North Indian, Mughlai, Chinese, South Indian",900,3.3,32
Uttarakhand Fast Food,Gurgaon,North Indian,200,2.9,6
Viva Hyderabad,Gurgaon,"Biryani, North Indian",600,2.5,70
Wahid Food Corner,Gurgaon,North Indian,400,2.8,6
Zync - Rosewood Hotel,Gurgaon,"North Indian, Chinese, Continental",1000,3.0,5
Konetto Pizza,Gurgaon,Pizza,150,3.5,32
South Store,Gurgaon,South Indian,200,3.5,64
Grill & Cafe,Gurgaon,"Chinese, Mughlai, North Indian",600,0.0,3
Gurgaon Mughlai Chicken,Gurgaon,"North Indian, Mughlai",350,0.0,2
Mughal Chicken Corner,Gurgaon,"North Indian, Mughlai",500,0.0,3
Oven Aroma,Gurgaon,Bakery,400,0.0,3
Radha Swami Shudh Vaishno Dhaba,Gurgaon,North Indian,350,0.0,3
Special No.1 Biryani Corner,Gurgaon,Mughlai,700,0.0,2
Sun Sweets Restaurant,Gurgaon,"Street Food, Mithai, North Indian, South Indian, Chinese",400,0.0,3
Captain Bill$ Deliverz,Gurgaon,"North Indian, Chinese, Fast Food",1000,2.4,23
China Hut,Gurgaon,"Chinese, Fast Food",300,2.4,18
G Dot,Gurgaon,"North Indian, South Indian, Chinese",400,2.4,26
Cake2You,Gurgaon,"Bakery, Desserts",400,3.0,4
Delight Express,Gurgaon,"Chinese, North Indian",400,2.9,6
Empress,Gurgaon,"North Indian, Chinese",1000,2.9,5
Hotel Ddr,Gurgaon,"North Indian, Chinese, Mughlai",500,2.8,10
Khan Kabab Corner,Gurgaon,"Mughlai, North Indian",500,3.0,4
Kwality Cakes And Bakes,Gurgaon,"Bakery, Desserts, Fast Food",350,3.2,12
Nite Bites,Gurgaon,"North Indian, Chinese, Continental",650,2.9,4
Oriental Kitchen Express,Gurgaon,"Chinese, Thai",450,3.3,14
Royal Mart,Gurgaon,"Bakery, Fast Food",300,2.9,4
Sikkim Fast Food,Gurgaon,Chinese,350,2.7,36
Maachh Bhaat,Gurgaon,Oriya,600,3.4,256
Bablu Fast Food,Gurgaon,Chinese,300,0.0,0
Bikaner Sweets Snacks & Restaurant,Gurgaon,"Bakery, Chinese, North Indian",250,0.0,0
Bikaner Sweets,Gurgaon,"North Indian, Street Food, Mithai",350,0.0,0
Biryani & Rolls,Gurgaon,North Indian,400,0.0,0
Delight Express,Gurgaon,"Raw Meats, North Indian, Chinese",400,0.0,2
Dilli Rasoi,Gurgaon,North Indian,200,0.0,0
Dujal Cafe,Gurgaon,Chinese,250,0.0,0
Full Dabba,Gurgaon,"North Indian, South Indian",300,0.0,1
Hsi Food World,Gurgaon,"North Indian, Chinese",600,0.0,0
Krishna Restaurant,Gurgaon,"North Indian, South Indian, Chinese, Fast Food",500,0.0,1
Lajawaab House Cafe,Gurgaon,"North Indian, South Indian, Chinese",500,0.0,0
Modern Sweets,Gurgaon,"Mithai, Street Food",100,0.0,2
Radha Swami Shudh Vaishno Dhaba,Gurgaon,North Indian,150,0.0,1
Raju Vaishno Amritsari Dhaba,Gurgaon,North Indian,150,0.0,0
Rustic Flavours,Gurgaon,North Indian,550,0.0,2
Vk Food Court,Gurgaon,"North Indian, Chinese",400,0.0,0
Domino'S Pizza,Gurgaon,"Pizza, Fast Food",700,3.3,32
Gogourmet,Gurgaon,"Healthy Food, Beverages",600,3.2,8
Snack Shack,Gurgaon,Chinese,400,2.7,15
Westн©Ross,Gurgaon,"Italian, Mexican",400,3.5,40
Fruitpro,Gurgaon,Beverages,150,0.0,0
Tpot,Gurgaon,Cafe,800,0.0,3
Cake Desire,Gurgaon,Bakery,400,3.0,4
Divine Bites,Gurgaon,Bakery,300,0.0,0
Kwality Wall'S Swirl'S,Gurgaon,Ice Cream,200,0.0,0
Milan Apna Dhaba,Gurgaon,North Indian,300,0.0,0
R S Foods,Gurgaon,"Mughlai, North Indian",450,0.0,0
Shahi  Chicken Corner,Gurgaon,Mughlai,250,0.0,0
Behrouz Biryani,Gurgaon,Biryani,600,3.4,17
Biryani Art,Gurgaon,"Hyderabadi, North Indian, Biryani",1100,3.3,8
Daawat-E! Amritsar,Gurgaon,Mughlai,700,2.9,27
Faasos,Gurgaon,"North Indian, Fast Food",600,3.0,13
Ovenstory Pizza,Gurgaon,"Pizza, Fast Food",500,3.3,15
Pizza Hut Delivery,Gurgaon,"Italian, Pizza, Fast Food",800,2.7,53
Game N Grillz,Gurgaon,"North Indian, Chinese, Fast Food",850,3.6,169
Hamoni Red: Play Cafe,Gurgaon,Cafe,900,3.9,25
Firangi Bake,Gurgaon,Bakery,300,0.0,0
Indochi,Gurgaon,"Chinese, Fast Food, North Indian",250,0.0,0
Kettle & Kegs,Gurgaon,Tea,200,0.0,3
The Food Garage,Gurgaon,"Chinese, North Indian",550,0.0,2
Machan,Gurgaon,"North Indian, Chinese",900,3.3,88
Mainland China,Gurgaon,Chinese,1800,3.3,563
Pind Balluchi,Gurgaon,"North Indian, Mughlai",800,3.4,1022
Sagar Ratna,Gurgaon,"South Indian, North Indian, Chinese",600,2.7,235
Sasuraal,Gurgaon,"North Indian, Mughlai",1400,3.3,586
Feel Alive,Gurgaon,"North Indian, American, Asian, Biryani",1200,4.7,69
Matchbox,Gurgaon,"Continental, North Indian, Chinese",1500,4.8,245
Prankster,Gurgaon,"Modern Indian, North Indian",1500,4.8,1478
21 Gun Salute,Gurgaon,"North Indian, Mughlai, Asian, Continental",2000,3.9,1365
Backyard Underground,Gurgaon,"Continental, Italian, North Indian, American",1400,3.5,134
Bikanervala,Gurgaon,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",550,3.8,966
Chin Chin,Gurgaon,Chinese,1500,3.5,429
Domino'S Pizza,Gurgaon,"Pizza, Fast Food",700,3.6,146
Eggjactly,Gurgaon,"American, Fast Food",500,3.7,241
Gola Sizzlers,Gurgaon,"Chinese, North Indian, Mughlai, Continental",1500,3.5,853
Hunter Valley,Gurgaon,"Mexican, Italian, North Indian, Chinese",1600,3.6,254
Jungle Jamboree,Gurgaon,"Continental, Chinese, Thai, Mughlai, North Indian",1500,3.8,1317
Mcdonald'S,Gurgaon,"Fast Food, Burger",500,3.5,187
My Bar Headquarters By Dockyard,Gurgaon,"Continental, North Indian, Chinese, European, Asian",1500,3.9,401
Punjabi By Nature,Gurgaon,North Indian,1500,3.6,302
Sandys Cocktails & Kitchen,Gurgaon,"Asian, European",1800,3.9,297
Sense Of Spirits,Gurgaon,"North Indian, Chinese, Continental, Thai",1200,3.9,280
Starbucks,Gurgaon,Cafe,700,3.7,269
Swagath,Gurgaon,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,3.6,289
The Old School Brew House,Gurgaon,"Continental, Burger, Pizza, North Indian, European, Finger Food",2000,3.9,96
Barcelos,Gurgaon,"Portuguese, African, Lebanese",1400,4.0,322
Boombox Brewstreet,Gurgaon,"North Indian, Italian, Chinese, American",1600,4.4,391
Bronx Bar Exchange,Gurgaon,"Chinese, Continental, North Indian, Mexican",2100,4.1,569
Djinggs,Gurgaon,"Asian, Seafood",1500,4.1,105
Downtown - Diners & Living Beer Cafe,Gurgaon,"North Indian, Chinese, Italian, Continental",1800,4.4,3569
Drifters Cafe,Gurgaon,"Chinese, Thai, Asian",400,4.1,208
Gung The Palace,Gurgaon,Korean,2500,4.2,327
Magadh And Awadh,Gurgaon,"Bihari, Lucknowi, North Indian",1200,4.0,226
Mamagoto,Gurgaon,"Asian, Thai, Chinese",1600,4.1,875
Molecule Air Bar,Gurgaon,"Continental, North Indian, Italian, Chinese",1500,4.2,1809
Nagai,Gurgaon,"Japanese, Sushi",3300,4.3,56
Pitstop Brewpub,Gurgaon,"Continental, Italian, North Indian, Mughlai",1250,4.4,166
The Classroom,Gurgaon,"North Indian, Italian, Parsi, Asian, Kerala",1200,4.4,146
Buн©No,Gurgaon,"Healthy Food, Cafe, Desserts, Italian, Bakery",650,3.8,99
Bottles And Barrels,Gurgaon,"North Indian, Asian, Italian",1850,4.0,242
A One Rasoi,Gurgaon,North Indian,500,3.1,11
Angeethi,Gurgaon,"North Indian, Chinese, Mughlai",450,2.7,73
Burger Point,Gurgaon,"Burger, Fast Food",300,2.7,7
Cafe Coffee Day,Gurgaon,Cafe,450,3.1,23
Cake Castle,Gurgaon,"Bakery, Fast Food",250,3.2,23
Cha,Gurgaon,"Beverages, Fast Food",200,3.2,7
Chai Point,Gurgaon,"Tea, Fast Food",200,2.9,10
Fees - The Cloud Kitchen,Gurgaon,"North Indian, Mughlai",850,2.9,5
Food Ka Mood,Gurgaon,"North Indian, Chinese",500,3.1,34
Frozen Factory,Gurgaon,"Desserts, Beverages",200,3.1,7
Goli Vada Pav No. 1,Gurgaon,Street Food,150,3.1,5
Green Chick Chop,Gurgaon,"Raw Meats, North Indian, Fast Food",350,3.1,14
Harichatni.Com,Gurgaon,"North Indian, Street Food",500,2.9,7
Kk Chaap Express,Gurgaon,"Fast Food, North Indian",250,3.3,8
Latenight.In,Gurgaon,"North Indian, Biryani, Chinese",600,3.0,8
Mitran Da Junction,Gurgaon,North Indian,500,2.7,7
Mother Ringlet,Gurgaon,"North Indian, Chinese",450,2.5,52
Sna-X Point,Gurgaon,"Fast Food, Chinese",300,3.2,39
Wow! Momo,Gurgaon,"Chinese, Tibetan",400,2.9,9
Yashna,Gurgaon,"North Indian, Mughlai",500,2.8,73
Twigly,Gurgaon,"Asian, Continental, Fast Food",500,4.5,76
Bakers Oven,Gurgaon,"Bakery, Desserts",600,3.6,183
Dilli 6 On Wheels,Gurgaon,"North Indian, Chinese",250,3.8,142
La Pino'Z Pizza,Gurgaon,"Pizza, Italian",650,3.5,22
Leanbodymeals,Gurgaon,"Healthy Food, Salad, Italian, Continental",600,3.9,144
Om Sweets & Snacks,Gurgaon,"North Indian, South Indian, Street Food, Mithai",500,3.5,486
Tasty Tweets,Gurgaon,Bakery,400,3.9,104
The Kathi Rolls,Gurgaon,Fast Food,400,3.5,136
Bite N Sip,Gurgaon,"Fast Food, Chinese",350,0.0,3
Burger Joint,Gurgaon,Fast Food,300,0.0,1
Dilli Light,Gurgaon,"North Indian, Chinese",600,0.0,0
Love Desserts,Gurgaon,Bakery,600,0.0,0
Flying Cakes,Gurgaon,Bakery,350,2.4,13
Bikkgane Biryani,Gurgaon,"Biryani, North Indian, Hyderabadi",800,4.0,530
Cafeast,Gurgaon,"North Indian, Chinese",500,3.0,6
Yomo-Your Only Momo Outlet,Gurgaon,Fast Food,150,3.0,5
Afghan Indian,Gurgaon,Afghani,500,0.0,0
Al Fanoos,Gurgaon,"Afghani, North Indian",900,0.0,0
Alwar Sweets & Namkeen,Gurgaon,"Mithai, Street Food",150,0.0,3
Baskin Robbins,Gurgaon,Ice Cream,300,0.0,0
Bisht Food Court,Gurgaon,"Fast Food, Chinese",200,0.0,0
Burj Al Arab,Gurgaon,Afghani,700,0.0,0
Costa Coffee,Gurgaon,Cafe,600,0.0,0
Desi Bites,Gurgaon,"North Indian, Fast Food",400,0.0,2
Kwality Restaurant,Gurgaon,"North Indian, Chinese",400,0.0,0
Kwality Wall'S Swirl'S,Gurgaon,Ice Cream,200,0.0,1
Nehra'S Food Point,Gurgaon,Chinese,350,0.0,0
Orange Food Cart,Gurgaon,Chinese,200,0.0,0
Royal Sweets,Gurgaon,"North Indian, Mithai, Chinese",500,0.0,0
Shree Annapurna,Gurgaon,"Chinese, North Indian",200,0.0,0
Underground Restaurant,Gurgaon,"Chinese, North Indian",600,0.0,0
Midnight Sutra,Gurgaon,"North Indian, Fast Food",600,3.0,174
Paddy'S - The Grub Grill,Gurgaon,"North Indian, Chinese, Fast Food",600,3.2,11
Sugar Rush By Saiba,Gurgaon,"Bakery, Desserts",400,4.1,176
Bamboo House,Gurgaon,"Chinese, Thai",550,3.4,64
Burger Unlimited Kitchen,Gurgaon,"North Indian, Chinese, Fast Food",600,3.2,41
Cafeteria Point,Gurgaon,Cafe,500,3.2,24
Choudhary Gohana Famous Jalebi,Gurgaon,"Mithai, Street Food",200,3.2,10
Curry N' Tandoor,Gurgaon,"Mughlai, North Indian",500,3.2,18
Dawat-E-Ishq,Gurgaon,"North Indian, Chinese",600,3.3,59
Delish Bake N Choc,Gurgaon,"Bakery, Fast Food",250,2.9,28
Flavours,Gurgaon,"North Indian, Chinese, Mughlai",600,3.3,74
Om Sweets & Snacks,Gurgaon,"North Indian, South Indian, Street Food, Mithai",500,2.8,14
Om Sweets,Gurgaon,"Mithai, North Indian, South Indian, Chinese",300,3.2,50
Raj Restaurant,Gurgaon,"North Indian, Mughlai",700,3.1,11
Tasha'S Artisan Foods,Gurgaon,"Bakery, Desserts",200,3.2,10
Urban Kitchen,Gurgaon,"North Indian, Chinese, Mughlai",500,3.2,88
Nite Bites,Gurgaon,"North Indian, Chinese, Continental",650,3.7,427
Bibo'S Kitchen,Gurgaon,"Bengali, North Indian",350,0.0,3
Burger Point,Gurgaon,"Burger, Fast Food",300,0.0,1
Chinese Fast Food,Gurgaon,Chinese,250,0.0,0
Chinese Food,Gurgaon,Chinese,200,0.0,0
Chop Shop,Gurgaon,"Raw Meats, Fast Food",250,0.0,0
Dhara,Gurgaon,"North Indian, Fast Food, South Indian",400,0.0,1
Foody Goody,Gurgaon,North Indian,300,0.0,0
Kehar Sweets And Snacks,Gurgaon,"Mithai, Street Food",100,0.0,1
Muskan Chicken Biryani,Gurgaon,Biryani,200,0.0,0
Shakes Cakes 'N' More,Gurgaon,"Bakery, Desserts",150,0.0,1
Shri Sai Kirpa Food,Gurgaon,North Indian,400,0.0,0
Sufiya Hotel,Gurgaon,"Mughlai, North Indian",250,0.0,0
Veg Hut,Gurgaon,North Indian,350,0.0,0
Raj Restaurant,Gurgaon,"Chinese, North Indian, Mughlai",700,2.4,92
Burger Hut,Gurgaon,"Burger, Fast Food, Chinese",300,2.8,16
Dancing Turkeys,Gurgaon,Continental,800,3.3,17
The Pack King,Gurgaon,North Indian,400,0.0,3
Bikaner Misthan Bhandar,Gurgaon,"Mithai, Street Food",350,0.0,0
Zizo,Gurgaon,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,3.9,233
Grill King Kabab & Curries,Gurgaon,"North Indian, Chinese",500,2.4,20
Blossoms 4 U,Gurgaon,"Bakery, Desserts",300,3.0,6
Bunny Burgers,Gurgaon,"Fast Food, Burger",400,3.3,15
Curry Haus,Gurgaon,North Indian,600,3.1,4
Droolfi,Gurgaon,Desserts,100,3.0,4
Earthen Spices,Gurgaon,"North Indian, Mughlai, Chinese",600,2.7,20
Fatplates,Gurgaon,North Indian,600,3.0,18
Food4U!,Gurgaon,"North Indian, Chinese, Street Food",600,3.2,18
Giani,Gurgaon,"Ice Cream, Desserts",300,3.2,7
Great Desserts Company,Gurgaon,"Bakery, Desserts",300,3.3,14
Green Chick Chop,Gurgaon,"Raw Meats, Fast Food",350,2.9,4
Mughlai Treat,Gurgaon,"North Indian, Mughlai",500,3.2,48
Munch,Gurgaon,"North Indian, South Indian, Fast Food",700,3.1,9
New Spice World,Gurgaon,"Chinese, Fast Food",600,2.9,5
Pure Bliss,Gurgaon,"North Indian, Chinese",500,3.0,33
Puskar Raj Momos & Chinese Corner,Gurgaon,Chinese,200,3.0,4
Sai-Yo!,Gurgaon,"North Indian, Chinese",650,3.1,37
Shanghai Cafe,Gurgaon,Chinese,600,2.6,17
The Blaze,Gurgaon,"North Indian, Chinese",750,2.9,8
Ullu Delivers,Gurgaon,"North Indian, Chinese",500,2.8,5
Yomo-Your Only Momo Outlet,Gurgaon,Fast Food,150,3.0,6
Dimsum Democracy,Gurgaon,Chinese,500,3.6,47
The Punjab Kitchen,Gurgaon,North Indian,350,3.9,37
Too Maach,Gurgaon,"Bengali, North Indian",800,3.5,46
Apni Rasoi,Gurgaon,North Indian,150,0.0,0
Bala Ji Sweets Corner,Gurgaon,"Mithai, Street Food",100,0.0,0
Barista,Gurgaon,Cafe,650,0.0,0
Biryani Express,Gurgaon,Biryani,300,0.0,1
Cake Innovation,Gurgaon,"Bakery, Desserts",400,0.0,1
Chawla'Sњ_,Gurgaon,"North Indian, Chinese",600,0.0,1
China Gathering,Gurgaon,Chinese,600,0.0,1
Chinese Hot Express,Gurgaon,Chinese,200,0.0,0
Go! Dimsum,Gurgaon,Chinese,100,0.0,0
Kanha North & South Indian Veg.,Gurgaon,"North Indian, South Indian",200,0.0,0
Kings Kulfi,Gurgaon,Ice Cream,150,0.0,0
Lassi Cafe,Gurgaon,North Indian,300,0.0,0
Marwadi Khana,Gurgaon,"North Indian, Rajasthani",500,0.0,0
Nukkadwala,Gurgaon,"Fast Food, Street Food",300,0.0,3
Ravi Fast Food,Gurgaon,Fast Food,150,0.0,0
Shivalik Tiffin Corner,Gurgaon,North Indian,150,0.0,2
Street Food By Punjab Grills,Gurgaon,North Indian,400,0.0,0
Sweet Ginger Bakery,Gurgaon,Bakery,500,0.0,0
The Rolling Stove,Gurgaon,Chinese,400,0.0,0
Chawla'Sњ_,Gurgaon,"North Indian, Mughlai, Chinese",800,2.2,66
Chy - Na Express,Gurgaon,Chinese,400,2.2,46
Kwality,Gurgaon,"Chinese, Mughlai, North Indian",650,2.4,52
Brother'S Snacks And Shakes,Gurgaon,Fast Food,300,3.2,12
Ginger Garlic,Gurgaon,Chinese,600,2.8,106
Arabicaa 9,Gurgaon,Lebanese,500,3.3,22
Burger Xpress,Gurgaon,Fast Food,300,3.4,94
Dilli Light,Gurgaon,"North Indian, Chinese",600,2.6,16
Kb'S Kulfi & Icecream,Gurgaon,Ice Cream,200,2.8,11
Mylovebiryani.Com,Gurgaon,"North Indian, Biryani",350,3.2,16
Tandoori Adda,Gurgaon,"North Indian, Mughlai, Chinese",450,3.2,32
Tiffins 4 U,Gurgaon,North Indian,200,3.1,27
Cafe Cup Of Life,Gurgaon,"Cafe, Fast Food, Chinese",550,3.7,45
Dck- Dana Choga'S Kitchen,Gurgaon,"North Indian, Mughlai",800,3.5,148
Kishu Di Hatti Sweets,Gurgaon,Mithai,150,3.6,20
Kc Bakers,Gurgaon,Bakery,350,3.2,13
Sham Sweets,Gurgaon,"Mithai, Street Food",200,2.8,7
Bake Cuddle,Gurgaon,Bakery,250,0.0,3
Gopala,Gurgaon,"Mithai, Street Food",250,3.4,37
Halki Aanch,Gurgaon,"North Indian, Chinese",700,3.3,64
New Sukh Sagar,Gurgaon,Street Food,100,3.2,16
Sweets Corner,Gurgaon,"Mithai, North Indian, Chinese, Street Food",450,2.7,28
Minus5Degree,Gurgaon,"Desserts, Ice Cream",200,3.6,28
Qureshi'S Kabab Corner,Gurgaon,"North Indian, Mughlai",650,4.0,398
Delicious Food Corner,Gurgaon,North Indian,400,0.0,0
Firangi Bake,Gurgaon,Bakery,300,0.0,0
Kettle & Kegs,Gurgaon,Tea,200,0.0,0
The Daily,Gurgaon,"Bakery, Fast Food",300,0.0,0
Burger Singh,Gurgaon,"Burger, Fast Food",500,3.4,190
Captain Bill$ Deliverz,Gurgaon,"North Indian, Chinese, Fast Food",1000,2.5,65
Chaayos,Gurgaon,"Cafe, Tea",400,3.3,39
Chai Point,Gurgaon,"Tea, Fast Food",200,3.4,20
Cyber Adda 24,Gurgaon,"North Indian, Chinese, Fast Food",500,3.3,17
Desi Thaat,Gurgaon,"North Indian, Chinese",400,3.2,21
Doughlicious,Gurgaon,"Bakery, Desserts, Fast Food",550,3.3,175
Dunkin' Donuts,Gurgaon,"Burger, Desserts, Fast Food",600,3.4,138
Gulshan Dhaba,Gurgaon,North Indian,150,3.4,20
Karari Kurry,Gurgaon,"North Indian, Chinese, Fast Food",600,3.4,51
Moti Mahal Delux,Gurgaon,"North Indian, Mughlai",1000,3.2,32
Needs Gourmet,Gurgaon,"North Indian, Chinese, Italian",750,3.1,57
Rao'S Meeting Point,Gurgaon,"South Indian, North Indian, Chinese",300,3.4,54
Sadabahar Hotel,Gurgaon,North Indian,400,2.9,41
Sagar Ratna,Gurgaon,"South Indian, North Indian, Chinese",600,2.5,188
Shri Ram Restaurant,Gurgaon,"North Indian, Street Food, Mithai",400,3.1,68
Shri Ram Restaurant,Gurgaon,"North Indian, Mithai, Street Food",400,2.6,30
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,2.9,58
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,2.9,101
Sugarcraft Patisserie,Gurgaon,Bakery,800,3.3,16
Tea Halt,Gurgaon,Cafe,500,2.8,22
The Golden Dragon,Gurgaon,"Chinese, Seafood, Japanese",1500,2.6,83
The Spice Room,Gurgaon,"North Indian, Chinese",1350,3.4,155
The Tongue Twister,Gurgaon,"Chinese, North Indian, Mughlai",600,3.4,40
56 Fresca,Gurgaon,Italian,750,3.7,30
Breakfastbay,Gurgaon,"Healthy Food, Continental, North Indian, Salad",200,3.5,30
Cafe Maple Street,Gurgaon,"Cafe, Bakery, Desserts",500,3.5,84
Fat Lulu'S,Gurgaon,"Pizza, Italian",1250,3.7,21
Fat Monk,Gurgaon,"Chinese, Asian",400,3.9,22
Flying Tuk Tuk,Gurgaon,Asian,1100,3.9,28
Freshmenu,Gurgaon,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,3.9,101
Little Skillet,Gurgaon,"North Indian, Chinese, Fast Food",500,3.5,26
Pkay,Gurgaon,"North Indian, Continental",1600,3.7,28
Shama Chicken Corner,Gurgaon,Biryani,500,3.6,35
Starbucks,Gurgaon,Cafe,700,3.7,51
Tandoori Nation,Gurgaon,"North Indian, Mughlai, Chinese",950,3.5,39
Truffle Tangles,Gurgaon,"Bakery, Desserts, North Indian, Bengali, South Indian",300,3.5,37
Domino'S Pizza,Gurgaon,"Pizza, Fast Food",700,2.3,70
Kb'S Icecream & Kulfis,Gurgaon,Ice Cream,200,2.3,26
Wah Ji Wah,Gurgaon,North Indian,450,2.4,42
The Brewhouse,Gurgaon,Continental,2500,4.1,56
Boozer'S,Gurgaon,"Finger Food, North Indian, Chinese",800,0.0,0
Cheffy'S,Gurgaon,"North Indian, Mughlai",600,0.0,0
Cake Point,Gurgaon,"Bakery, Desserts",600,2.8,7
Shyam Sweets,Gurgaon,"Street Food, Mithai",100,2.8,9
Uma Foodies' Hut,Gurgaon,"North Indian, Chinese, Mughlai",700,3.1,33
Ak Your Food,Gurgaon,North Indian,600,0.0,0
Freshnfit.In,Gurgaon,Juices,250,0.0,1
Shri Ram Bhojnalaya,Gurgaon,North Indian,150,0.0,0
Special O-Cake-Sions,Gurgaon,"Bakery, Desserts",300,0.0,0
Tasteful Biryani,Gurgaon,Biryani,600,0.0,0
Bikanervala,Gurgaon,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",600,3.4,178
Indian Grill Room,Gurgaon,"North Indian, Mughlai",1800,4.5,1262
Oriental Fusion,Gurgaon,"Chinese, Thai, Malaysian, Indonesian",650,3.3,199
Purani Dilli'S Al Karam Kebab House,Gurgaon,"North Indian, Mughlai, Biryani",950,3.4,483
Rollmaal,Gurgaon,"Fast Food, North Indian, Chinese",500,3.4,346
Speedy Chow,Gurgaon,"Chinese, Thai",850,3.2,241
Arabian Nites,Gurgaon,Lebanese,450,3.8,158
Giani'S,Gurgaon,"Ice Cream, Desserts",400,3.7,92
Giani,Gurgaon,"Ice Cream, Desserts",400,3.6,115
Juste Miam,Gurgaon,"Bakery, Desserts, Fast Food",300,3.9,94
Patiala Shahi,Gurgaon,"North Indian, Mughlai",800,3.5,118
The Kathis,Gurgaon,"North Indian, Street Food",300,3.8,48
Wai Yu Mun Ching,Gurgaon,"Chinese, Thai",800,3.6,321
Bernardo'S,Gurgaon,Goan,2000,4.0,429
Biryani Art,Gurgaon,"Hyderabadi, North Indian, Biryani",1100,4.1,344
Nosh,Gurgaon,"North Indian, Mughlai",700,4.1,103
Tandoor Express,Gurgaon,North Indian,500,4.2,67
Tandoori Knockouts,Gurgaon,"Fast Food, North Indian",500,4.2,112
Udaipuri,Gurgaon,"North Indian, Rajasthani, Asian",700,4.0,157
Cakes & Muffins,Gurgaon,Bakery,400,3.3,21
Halki Aanch,Gurgaon,"North Indian, Chinese",700,2.7,39
Hungry Gopal,Gurgaon,"Bengali, Fast Food",450,3.2,27
Kuzo,Gurgaon,"North Indian, Fast Food",300,3.2,10
Lovecrumbs Bakery,Gurgaon,Bakery,1000,3.4,16
Organic Express,Gurgaon,"Healthy Food, North Indian, Italian, Salad",700,3.4,20
Pizza Hut,Gurgaon,"Italian, Pizza, Fast Food",1000,2.8,80
Roti Te Boti,Gurgaon,North Indian,600,2.8,42
Behrouz Biryani,Gurgaon,Biryani,600,3.7,49
Cafн© Burger Bc,Gurgaon,Fast Food,300,3.7,65
Dilli Darbar,Gurgaon,"North Indian, Mughlai, Chinese",550,3.7,52
Fu.D,Gurgaon,"Cafe, Fast Food",250,3.7,58
Jarfull,Gurgaon,"South Indian, Desserts, Beverages",200,3.7,25
Mochamania,Gurgaon,Bakery,300,3.7,50
Mukhtalif Biryanis,Gurgaon,"Mughlai, Biryani",600,3.7,125
Mummy'S Kitchen,Gurgaon,North Indian,150,3.5,26
Ovenstory Pizza,Gurgaon,"Pizza, Fast Food",500,3.7,23
Kujay'S Spoon,Gurgaon,"North Indian, Mughlai, Chinese",500,0.0,1
Lily Food'S,Gurgaon,"North Indian, Chinese",600,0.0,0
Mutton Mewar,Gurgaon,Rajasthani,800,0.0,1
Tasty But Healthy,Gurgaon,"Fast Food, North Indian",250,0.0,3
Teddy Choco Studio,Gurgaon,Desserts,250,0.0,2
Chin Chow,Gurgaon,Chinese,550,2.4,38
Cafe Sante,Gurgaon,Cafe,1100,4.3,62
Mughal Dine-Esty,Gurgaon,"North Indian, Mughlai",1500,4.0,32
Nuterro,Gurgaon,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",600,4.0,101
Sandburg Shakes,Gurgaon,"Cafe, Pizza, Burger",750,4.0,34
The Millionaire Express,Gurgaon,Continental,400,4.0,53
Ammu'S South Indian Restaurant,Gurgaon,South Indian,250,3.1,10
Elma'S Delivers,Gurgaon,Bakery,500,3.1,5
Faasos,Gurgaon,"North Indian, Fast Food",600,3.2,12
Foodrath,Gurgaon,"North Indian, Chinese",400,3.0,4
Hyderabad House,Gurgaon,Biryani,500,2.7,7
Kake Da Hotel,Gurgaon,North Indian,700,3.1,35
Mitraao,Gurgaon,North Indian,650,3.4,117
Pomodoro Bistro,Gurgaon,"Italian, Fast Food",700,3.4,67
Shri Shyam Ji Ke Mashhoor Chhole Bhature,Gurgaon,Street Food,200,3.3,26
Spice Aangan Express,Gurgaon,Fast Food,400,3.0,33
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,3.3,59
Swaad Ka Khazana,Gurgaon,"North Indian, Mughlai, Chinese",600,2.6,11
The Toddy Shop,Gurgaon,"South Indian, Kerala",1200,3.4,21
Truffles,Gurgaon,Bakery,300,3.2,15
Cafe Bonkerz,Gurgaon,"American, Fast Food",850,3.6,41
Wrapchick,Gurgaon,"North Indian, Mughlai",650,3.9,67
Wow - Vada Pav & More,Gurgaon,"Street Food, Fast Food",300,2.2,41
Me Kong Bowl,Gurgaon,Asian,700,4.0,27
Palmyra - The Bristol Hotel,Gurgaon,"Continental, North Indian",2500,3.3,57
Shanghai Bar & Lounge - The Bristol Hotel,Gurgaon,Finger Food,2400,3.0,17
